Background,Clothing,Ear,Eyes,Face,Hair,Headgear,Mouth,Neck,Offhand,Special,Type,Unnamed: 0,image,name,num
Off White D,Light Kimono,,Relaxed,,Indigo Bangs,Frog Mask,Smile,,,,Human,5980.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5980.png,Azuki #5980,5980
Off White D,Fur Hoodie,,White,,Violet Flowy,,Laughing,,Bat,,Human,5981.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5981.png,Azuki #5981,5981
Off White C,Tank Top with Jacket,,Amethyst,,Blonde Hairband,IKZ Baseball Cap,Frown,,,,Human,5982.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5982.png,Azuki #5982,5982
Off White C,White Layered Yukata,,Suspicious,,Teal Messy,,Relaxed,Chill Headphones,Sake,,Human,5983.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5983.png,Azuki #5983,5983
Off White D,Alpine Jacket,,Indifferent,,Indigo Fluffy,,Whistling,,,,Human,5984.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5984.png,Azuki #5984,5984
Off White A,Black Yukata,,Careless,Eye Scar,Orange Samurai,,Growl,Sloth Headphones,,,Human,5985.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5985.png,Azuki #5985,5985
Dark Blue,Green Yukata,,Focused,Bandaid,Gray Samurai,,Growl,,Kanabo,,Red,5986.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5986.png,Azuki #5986,5986
Dark Purple,Dress Shirt,Chill,Bored,,Buzzcut,,Bubble Gum,,Shuriken,,Human,5987.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5987.png,Azuki #5987,5987
Off White D,Suit with Turtleneck,Wu,Closed,Eye Scar,Blue Spiky,,Sleep Bubble,Koi Tattoo,Bat,,Human,5988.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5988.png,Azuki #5988,5988
Off White D,Camo Hoodie,,Suspicious,Red Stripes Face Paint,Indigo Long,,Tactical Knife,,Red Bean,,Human,5989.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5989.png,Azuki #5989,5989
Off White D,Straw Poncho,,Chill,,Magenta Long,,Grass,Beads,Banner,,Human,5990.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5990.png,Azuki #5990,5990
Off White D,Rain Jacket,,Tired,Red Fang Face Paint,Blue Short Spiky,,Chuckle,,Fan,,Human,5991.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5991.png,Azuki #5991,5991
Red,White Layered Yukata,,Careless,,Blue Spiky,Fur Bucket Hat,Pout,,,,Human,5992.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5992.png,Azuki #5992,5992
Red,Blue Kimono with Bow,Sword,Determined,Blush,Silver Ponytail,,Whistling,,Sakura Katana,,Human,5993.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5993.png,Azuki #5993,5993
Off White A,Hawaiian Shirt,Skull Ear Cuffs,Calm,,Green Pigtails,Red Panda Headband,Relaxed,,Guitar,,Human,5994.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5994.png,Azuki #5994,5994
Off White D,Tank Top,,Concerned,,Blue Hairband,Azuki Cap,Lipstick,,Leather Katana,,Human,5995.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5995.png,Azuki #5995,5995
Off White C,Bloody Bomber,Sakura,Glowing,,Blonde Short Spiky,Distressed Beanie,Smirk,,Hand Seal,,Human,5996.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5996.png,Azuki #5996,5996
Off White C,Bandage Top,,Joyful,,Purple Pigtails,,Closed,,,,Human,5997.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5997.png,Azuki #5997,5997
Off White D,Blue Floral Kimono,,Relaxed,,Silver Bun,Chef Headband,Whistling,,,,Blue,5998.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5998.png,Azuki #5998,5998
Off White D,Red Perfecto Jacket,,Determined,,Blue Half Bun,,Smoking,,,,Human,5999.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/5999.png,Azuki #5999,5999
Off White C,Suikan,,Suspicious,Blue Sunglasses,Indigo Disheveled,,Whistling,,Hand Seal,,Human,6000.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6000.png,Azuki #6000,6000
Off White A,Blue Bomber,Dragon,Suspicious,,Blonde Swept Back,,Relaxed,,Fishing Rod,,Human,6001.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6001.png,Azuki #6001,6001
Off White B,Hoodie,,Closed,,Green Ombre Bangs,,Closed,Choker,Coin,,Human,6002.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6002.png,Azuki #6002,6002
Off White B,White Qipao with Fur,Hoop,Closed,Seer Eyeband,Dreadlocks,,Tongue Out,,Gloves,,Human,6003.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6003.png,Azuki #6003,6003
Red,Tank Top,Wireless Earbuds,Closed,Blue Sunglasses,Orange Short Spiky,Sloth Mask,Smirk,,Coin,,Human,6004.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6004.png,Azuki #6004,6004
Dark Purple,Blue Kimono,Spiked Ring,Pierced Eyebrow,,Indigo Long,,Chuckle,,,,Human,6005.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6005.png,Azuki #6005,6005
Off White D,Beige Poncho,,Concerned,,Maroon Ponytail,,Whistling,,Guitar,,Human,6006.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6006.png,Azuki #6006,6006
Off White B,White Blazer,Spiked Ring,Tired,,Blue Spiky,Pointy Straw Hat,Not Bad,,Boombox,,Human,6007.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6007.png,Azuki #6007,6007
Off White C,Bloody Bomber,,Indifferent,,Maroon Disheveled,,Meh,,Zanbato,,Human,6008.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6008.png,Azuki #6008,6008
Off White C,Light Kimono,,Tired,,Blonde Short Spiky,,Pout,,Bat,,Human,6009.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6009.png,Azuki #6009,6009
Cool Gray,Maroon Yukata,,Closed,Eye Patch,Maroon Half Bun,Pointy Straw Hat,Long Stubble,,Leather Katana,,Human,6010.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6010.png,Azuki #6010,6010
Off White D,Black Hoodie,,Pensive,,Magenta Long,,Meh,,Fishing Rod,,Human,6011.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6011.png,Azuki #6011,6011
Off White C,Azuki Tech Jacket,,Closed,Eye Patch,Silver Disheveled,,Scroll,,Bat,,Human,6012.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6012.png,Azuki #6012,6012
Off White B,Blue Kimono with Bow,,Ruby,,Maroon Ponytail,,Bubble Gum,,Shinai,,Human,6013.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6013.png,Azuki #6013,6013
Off White A,Light Kimono,,Pierced Eyebrow,Round Blue Sunglasses,Indigo Fluffy,Sloth Beanie,Long Stubble,,Hand Seal,,Human,6014.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6014.png,Azuki #6014,6014
Dark Purple,Camo Hoodie,,Closed,Red Stripes Face Paint,Silver Disheveled,Cat Baseball Cap,Chuckle,,Bat,,Human,6015.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6015.png,Azuki #6015,6015
Off White D,Shinto Robe,Chiyogami,Closed,Ji Eyeband,Brown Spiky,Ayaigasa,Long Stubble,,Golden Fan,,Red,6016.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6016.png,Azuki #6016,6016
Dark Purple,Black Ninja Top,,Striking,Clear Glasses,Teal Bun,,Wheat Straw,,,,Human,6017.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6017.png,Azuki #6017,6017
Off White D,Azuki Sweater,,Pierced Eyebrow,,Blue Spiky,,Wheat Straw,,,,Human,6018.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6018.png,Azuki #6018,6018
Red,White Yukata,,Curious,,Indigo Disheveled,,Smoking,,Lantern,,Human,6019.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6019.png,Azuki #6019,6019
Red,Frog Kimono,,Concerned,,Indigo Pixie,Yellow Kanzashi,Frown,,Leather Katana,,Human,6020.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6020.png,Azuki #6020,6020
Off White B,Plated Samurai Armor,,Closed,Sleep Mask,Indigo Swept Back,IKZ Baseball Cap,Meh,Zen Headphones,Zanbato,,Human,6021.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6021.png,Azuki #6021,6021
Off White C,Turquoise Kimono with Bow,,Daydreaming,Bandaid,Maroon Bun,Azuki Cap,Relaxed,,Floorsweeper,,Human,6022.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6022.png,Azuki #6022,6022
Off White C,Sloth Hoodie,,Determined,Red Stripes Face Paint,Black Hairband,,Laughing,,Banner,,Human,6023.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6023.png,Azuki #6023,6023
Off White D,Cat Yukata,,Curious,,Powder Blue Disheveled,Cat Beanie,Smirk,,,,Human,6024.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6024.png,Azuki #6024,6024
Off White D,Black Kimono,,Curious,,Brown Disheveled,,Chuckle,,Zanbato,,Human,6025.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6025.png,Azuki #6025,6025
Off White B,Archer,,Relaxed,,Maroon Bun,Broken Straw Hat,Toothpick,,Bean Juice,,Human,6026.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6026.png,Azuki #6026,6026
Off White C,Bloody Bomber,,Focused,Red Bandana,Blue Short Spiky,,Growl,,Sake,,Human,6027.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6027.png,Azuki #6027,6027
Dark Blue,Kimono with Jacket,Small Hoop,Careless,,Blonde Long,Full Bandana,Chuckle,,,,Human,6028.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6028.png,Azuki #6028,6028
Off White C,White Qipao with Fur,,Striking,,Blue Half Bun,,Smirk,,,,Human,6029.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6029.png,Azuki #6029,6029
Off White B,Red Panda Kigurumi,,Closed,Heart Eye Patch,Blonde Hairband,,Lipstick,,Banner,,Human,6030.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6030.png,Azuki #6030,6030
Off White B,Vest,Corded Earbuds,Determined,,Maroon Bob,Fur Bucket Hat,Smile,,,,Human,6031.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6031.png,Azuki #6031,6031
Off White A,Hoshi Jacket,Yellow Fan,Amethyst,Red Fang Face Paint,Maroon Bun,,Face Mask,,Bat,,Human,6032.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6032.png,Azuki #6032,6032
Red,Red Kimono,,Red,,Blue Spiky,,Relaxed,Chain,,Fire,Human,6033.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6033.png,Azuki #6033,6033
Off White B,Matsuri Happi,,Curious,Clear Glasses,Orange Short Spiky,Black Bucket Hat,Growl,Zen Headphones,,,Human,6034.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6034.png,Azuki #6034,6034
Off White C,Hoodie,,Determined,Red Fang Face Paint,Brown Flowy,,420,Choker,,,Human,6035.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6035.png,Azuki #6035,6035
Off White D,Kimono with Jacket,,Determined,Bandaid,Blue Samurai,,Growl,,Golden Bean,,Human,6036.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6036.png,Azuki #6036,6036
Off White D,Turquoise Kimono,,Joyful,,Powder Blue Pigtails,Frog Beanie,Grin,Frog Headphones,,,Human,6037.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6037.png,Azuki #6037,6037
Off White A,Blue Bikini,,Fire,,Green Ombre Bangs,Black Bucket Hat,Smoking,,Hand Wrap,,Blue,6038.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6038.png,Azuki #6038,6038
Off White B,White Yukata,Cat,Suspicious,,Black Disheveled,,Growl,Cat Headphones,,,Human,6039.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6039.png,Azuki #6039,6039
Off White B,Red Hoodie,,Closed,Ji Eyeband,Black Pigtails,,Grass,,Banner,,Human,6040.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6040.png,Azuki #6040,6040
Off White C,Red Hoodie,,Bored,,Maroon Half Bun,,Meh,,Katana,,Human,6041.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6041.png,Azuki #6041,6041
Off White A,Black Qipao,,Closed,Ji Eyeband,Purple Bun,,Relaxed,,Monkey King Staff,,Human,6042.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6042.png,Azuki #6042,6042
Off White C,Azuki Tech Jacket,,Closed,,Blonde Bun,,Smile,,Fan,,Human,6043.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6043.png,Azuki #6043,6043
Off White B,White Qipao with Fur,Chiyogami,Closed,Bandaid,Orange Pixie,,Smile,,Sakura Katana,,Human,6044.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6044.png,Azuki #6044,6044
Off White A,Black Yukata,,Closed,,Brown Long,IKZ Baseball Cap,Face Mask,Tribal Tattoo,,Smoke,Blue,6045.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6045.png,Azuki #6045,6045
Off White A,Hoshi Jacket,Stud,Daydreaming,Black Glasses,Blue Bun,Backwards Cap,Smile,,Sakura Katana,,Human,6046.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6046.png,Azuki #6046,6046
Dark Purple,Maroon Yukata,,Bored,Red Fang Face Paint,Blonde Short Spiky,IKZ Baseball Cap,Toothpick,,Katana,,Human,6047.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6047.png,Azuki #6047,6047
Off White D,Suit with Turtleneck,,Indifferent,Black Glasses,Silver Swept Back,,Relaxed,,Shinai,,Blue,6048.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6048.png,Azuki #6048,6048
Dark Blue,Tank Top with Jacket,,Closed,,Blonde Pixie,,Chewing,,Shuriken,,Human,6049.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6049.png,Azuki #6049,6049
Off White B,Dress Shirt,,Closed,Red Fang Face Paint,Violet Flowy,Ayaigasa,Tongue Out,,Monk Staff,,Human,6050.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6050.png,Azuki #6050,6050
Off White A,Frog T-Shirt,Corded Earbuds,Suspicious,,Maroon Short Spiky,,Whistling,Towel,,,Human,6051.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6051.png,Azuki #6051,6051
Off White A,Cat Yukata,,Curious,,Gray Samurai,Cat Baseball Cap,Smirk,Zen Headphones,,,Human,6052.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6052.png,Azuki #6052,6052
Off White B,Bumblebee Jacket,Sunflower,Glowing,,Maroon Bun,Purple Kanzashi,Smirk,,Zanbato,,Human,6053.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6053.png,Azuki #6053,6053
Cool Gray,Light Kimono,,Closed,,Blue Bun,,Lipstick,,Bean Juice,,Human,6054.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6054.png,Azuki #6054,6054
Off White B,Blue Bomber,,Careless,,Brown Samurai,,Toothpick,,,,Human,6055.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6055.png,Azuki #6055,6055
Off White A,White Qipao with Fur,,Concerned,,Blonde Hairband,Newsboy Cap,Face Mask,,,,Human,6056.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6056.png,Azuki #6056,6056
Off White D,Black Kimono,,Tired,,Black Disheveled,Straw Hat,Chuckle,,Boombox,,Human,6057.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6057.png,Azuki #6057,6057
Off White D,White Qipao with Fur,,Ruby,Reading Glasses,Teal Bob,Red Panda Baseball Cap,Frown,Chill Headphones,Lantern,,Human,6058.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6058.png,Azuki #6058,6058
Off White C,Red Panda Yukata,Ear Cuffs,Pensive,,Indigo Fluffy,Cowboy Hat,Bubble Gum,,,,Human,6059.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6059.png,Azuki #6059,6059
Off White C,Sloth T-Shirt,,Joyful,,Spirit Bob,,Grin,,,Butterfly,Spirit,6060.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6060.png,Azuki #6060,6060
Off White B,Green Yukata,,Determined,,Green Spiky,,Chuckle,,Katana,,Human,6061.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6061.png,Azuki #6061,6061
Dark Blue,Kimono with Jacket,,Indifferent,,Green Teal Long,IKZ Baseball Cap,Not Bad,,Skateboard,,Human,6062.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6062.png,Azuki #6062,6062
Off White A,Suit with Turtleneck,,Chill,Red Fang Face Paint,Green Samurai,,Smirk,,Sake,,Human,6063.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6063.png,Azuki #6063,6063
Off White B,Black Yukata,,Bored,,Gray Samurai,,Smirk,,Bokken,,Red,6064.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6064.png,Azuki #6064,6064
Dark Blue,Rain Jacket,,Joyful,,Pink Pixie,,Gaiter,,Katana,Fox Fire,Human,6065.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6065.png,Azuki #6065,6065
Red,Kimono with Jacket,,Closed,Red Fang Face Paint,Powder Blue Disheveled,Black Bucket Hat,Pout,,,,Human,6066.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6066.png,Azuki #6066,6066
Off White C,Black Ninja Top,Cat,Amethyst,,Purple Dreadlocks,Chef Headband,Grin,Koi Tattoo,Bat,,Human,6067.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6067.png,Azuki #6067,6067
Off White D,Dress Shirt,,Bored,,Maroon Half Bun,,Toothpick,,Kanabo,,Human,6068.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6068.png,Azuki #6068,6068
Red,White Layered Yukata,,Bored,Bandaid,Powder Blue Disheveled,Red Panda Headband,Pout,,Boombox,,Human,6069.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6069.png,Azuki #6069,6069
Off White D,Blue Bikini,,Closed,Eye Patch,Silver Flowy,Pointy Straw Hat,Lipstick,,Golden Fan,,Human,6070.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6070.png,Azuki #6070,6070
Off White C,Black Blazer,Skull Ear Cuffs,Bored,,Blonde Swept Back,,Growl,Chain,Bokken,,Human,6071.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6071.png,Azuki #6071,6071
Off White D,Red Panda Hoodie,,Striking,,Maroon Half Bun,Backwards Cap,Frown,,Katana,,Human,6072.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6072.png,Azuki #6072,6072
Cool Gray,Maroon Yukata,Blue Fan,Closed,Eye Patch,Maroon Disheveled,,Gaiter,,Guitar,,Red,6073.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6073.png,Azuki #6073,6073
Dark Purple,Blue Bomber,,Pensive,,Brown Long,,Toothpick,Tribal Tattoo,,,Human,6074.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6074.png,Azuki #6074,6074
Off White D,Azuki Tech Jacket,,Relaxed,Clear Glasses,Black Pigtails,,Smoking,Koi Tattoo,Shuriken,,Human,6075.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6075.png,Azuki #6075,6075
Off White D,Sloth Kigurumi,,Chill,Bandaid,Pink Samurai,,Smirk,,,Earth,Human,6076.0,https://ikzttp.mypinata.cloud/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/6076.png,Azuki #6076,6076
